"告示番号※2",施設名,医療機関コード,都道府県,病院類型,DPC算定病床数,DPC算定病床の入院基本料,"DPC算定病床割合※3","精神病床数※4",療養病床数,結核病床数,"病床総数※5"
1254,佐藤第一病院,1110440,大分,平成21年度DPC参加病院,82,一般7対1,63.1%,0,0,0,130
1255,宇佐高田医師会病院,1110705,大分,平成21年度DPC参加病院,110,一般10対1,100.0%,0,0,0,110
1256,独立行政法人国立病院機構　別府医療センター,8010023,大分,平成21年度DPC参加病院,440,一般7対1,89.4%,40,0,0,492
1257,宮崎市郡医師会病院,0113097,宮崎,平成21年度DPC参加病院,236,一般7対1,95.2%,0,0,0,248
1258,南部病院,0115134,宮崎,平成21年度DPC参加病院,73,一般7対1,100.0%,0,0,0,73
1259,金丸脳神経外科病院,0115654,宮崎,平成21年度DPC参加病院,52,一般7対1,52.0%,0,48,0,100
1260,宮崎生協病院,0116819,宮崎,平成21年度DPC参加病院,94,一般7対1,75.8%,0,0,0,124
1261,社団法人八日会藤元早鈴病院,0210018,宮崎,平成21年度DPC参加病院,280,一般7対1,84.9%,0,0,0,330
1262,医療法人誠和会和田病院,0610449,宮崎,平成21年度DPC参加病院,96,一般10対1,53.9%,0,40,0,178
1263,県立宮崎病院,8110020,宮崎,平成21年度DPC参加病院,619,一般7対1,93.7%,0,0,0,661
1264,県立日南病院,8110103,宮崎,平成21年度DPC参加病院,318,一般7対1,95.2%,0,0,0,334
1265,鹿児島市立病院,0110886,鹿児島,平成21年度DPC参加病院,647,一般10対1,100.0%,0,0,0,647
1266,総合病院　鹿児島生協病院,0114045,鹿児島,平成21年度DPC参加病院,226,一般7対1,73.9%,0,40,0,306
1267,中央　病院,0114391,鹿児島,平成21年度DPC参加病院,209,一般10対1,95.4%,0,0,0,219
1268,鹿児島市医師会病院,0116305,鹿児島,平成21年度DPC参加病院,255,一般7対1,100.0%,0,0,0,255
1269,医療法人　徳洲会　鹿児島　徳洲会病院,0116925,鹿児島,平成21年度DPC参加病院,130,一般10対1,41.9%,0,20,0,310
1270,鹿児島厚生連　病院,0120455,鹿児島,平成21年度DPC参加病院,184,一般7対1,100.0%,0,0,0,184
1271,大隅鹿屋　病院,0311260,鹿児島,平成21年度DPC参加病院,197,一般10対1,62.9%,0,0,0,313
1272,医療法人　厚生会　小原　病院,0410070,鹿児島,平成21年度DPC参加病院,84,一般10対1,71.2%,0,0,0,118
1273,義順顕彰会　田上　病院,1310170,鹿児島,平成21年度DPC参加病院,142,一般10対1,69.6%,0,0,2,204
1274,社会福祉法人　恩賜財団　済生会　川内病院,1510084,鹿児島,平成21年度DPC参加病院,244,一般7対1,100.0%,0,0,0,244
1275,霧島市立医師会医療センター,1910797,鹿児島,平成21年度DPC参加病院,239,一般7対1,95.6%,0,0,0,250
1276,肝属郡医師会立病院,3010521,鹿児島,平成21年度DPC参加病院,60,一般7対1,28.9%,0,36,0,208
1277,宮古島徳洲会病院,0610918,沖縄,平成21年度DPC参加病院,50,一般10対1,62.5%,0,0,0,80
1278,与那原中央病院,2311531,沖縄,平成21年度DPC参加病院,123,一般10対1,72.4%,0,35,0,170
1279,沖縄県立宮古病院,8110036,沖縄,平成21年度DPC参加病院,282,一般10対1,72.5%,100,0,7,389
1280,沖縄県立八重山病院,8110119,沖縄,平成21年度DPC参加病院,300,一般10対1,85.7%,50,0,0,350
1281,共愛会病院,1411419,北海道,平成22年度DPC参加病院,94,一般10対1,31.8%,0,133,0,296
1282,市立室蘭総合病院,3512792,北海道,平成22年度DPC参加病院,384,一般10対1,64.2%,170,0,24,598
1283,総合病院　伊達赤十字病院,3710016,北海道,平成22年度DPC参加病院,255,一般7対1,68.2%,60,0,0,374
1284,財団法人鳴海研究所清明会　鳴海病院,0210639,青森,平成22年度DPC参加病院,111,一般7対1,100.0%,0,0,0,111
1285,津軽保健生活協同組合　健生病院,0211819,青森,平成22年度DPC参加病院,222,一般7対1,78.7%,0,0,0,282
1286,医療法人　友愛会　盛岡友愛病院,0114079,岩手,平成22年度DPC参加病院,176,一般10対1,45.6%,0,0,0,386
1287,岩手県立釜石病院,1110498,岩手,平成22年度DPC参加病院,272,一般10対1,100.0%,0,0,0,272
1288,山形県立新庄病院,1110107,山形,平成22年度DPC参加病院,393,一般10対1,95.9%,0,0,0,410
1289,会津中央病院,0211772,福島,平成22年度DPC参加病院,724,一般7対1,83.4%,0,96,0,868
1290,いわき市立総合磐城共立病院,0411497,福島,平成22年度DPC参加病院,663,一般7対1,89.7%,0,0,20,739
1291,日本赤十字社栃木県支部芳賀赤十字病院,5110019,栃木,平成22年度DPC参加病院,400,一般7対1,100.0%,0,0,0,400
1292,社会医療法人社団　木下会　鎌ケ谷総合病院,2610889,千葉,平成22年度DPC参加病院,248,一般10対1,100.0%,0,0,0,248
1293,医療法人社団東光会　北総白井病院,4710034,千葉,平成22年度DPC参加病院,51,一般7対1,31.9%,0,0,0,160
1294,東邦大学医療センター大橋病院,1016872,東京,平成22年度DPC参加病院,468,一般7対1,100.0%,0,0,0,468
1295,日本大学医学部付属練馬光が丘病院,2070829,東京,平成22年度DPC参加病院,342,一般7対1,100.0%,0,0,0,342
1296,医療法人社団　苑田会　苑田第一病院,2171114,東京,平成22年度DPC参加病院,221,一般10対1,100.0%,0,0,0,221
1297,医療法人社団　永寿会　三鷹中央病院,3619368,東京,平成22年度DPC参加病院,110,一般7対1,90.2%,0,0,0,122
1298,府中恵仁会病院,3814076,東京,平成22年度DPC参加病院,172,一般7対1,79.3%,0,45,0,217
1299,財団法人横浜勤労者福祉協会　汐田総合病院,0102798,神奈川,平成22年度DPC参加病院,104,一般7対1,41.8%,0,45,0,249
1300,医療法人社団青葉会　牧野記念病院,3303856,神奈川,平成22年度DPC参加病院,89,一般7対1,48.6%,0,0,0,183
1301,湘南泉病院,3600335,神奈川,平成22年度DPC参加病院,141,一般10対1,90.4%,0,0,0,156
1302,神奈川県立足柄上病院,1401504,神奈川,平成22年度DPC参加病院,256,一般7対1,97.0%,0,0,0,264
1303,医療法人　恒仁会　新潟南病院,0115130,新潟,平成22年度DPC参加病院,139,一般10対1,78.5%,0,26,0,177
1304,医療法人新潟勤労者医療協会　下越病院,0121856,新潟,平成22年度DPC参加病院,198,一般7対1,68.3%,0,0,0,290
1305,松本協立病院,0217319,長野,平成22年度DPC参加病院,182,一般7対1,100.0%,0,0,0,182
1306,長野県厚生農業協同組合連合会　富士見高原病院,2317109,長野,平成22年度DPC参加病院,120,一般10対1,85.7%,0,0,0,140
1307,長野県立木曽病院,2616054,長野,平成22年度DPC参加病院,205,一般10対1,87.2%,0,24,0,235
1308,医療法人　社団志朋会　加納渡辺病院,0104276,岐阜,平成22年度DPC参加病院,26,一般7対1,76.5%,0,0,0,34
1309,医療法人社団　熱海所記念病院,0510182,静岡,平成22年度DPC参加病院,92,一般10対1,63.9%,0,0,0,144
1310,菊川市立総合病院,6110136,静岡,平成22年度DPC参加病院,162,一般7対1,62.3%,58,0,0,260
1311,三重県厚生農業協同組合連合会　鈴鹿中央総合病院,0305052,三重,平成22年度DPC参加病院,460,一般7対1,100.0%,0,0,0,460
1312,いなべ総合病院,1405018,三重,平成22年度DPC参加病院,220,一般7対1,100.0%,0,0,0,220
1313,医療法人河崎病院,1301065,大阪,平成22年度DPC参加病院,45,一般10対1,34.9%,0,30,0,129
1314,医療法人　春秋会　城山病院,3802102,大阪,平成22年度DPC参加病院,248,一般10対1,82.9%,0,0,0,299
1315,医療法人垣谷会　明治橋病院,4801442,大阪,平成22年度DPC参加病院,120,一般10対1,76.9%,0,36,0,156
1316,社会医療法人　渡邊高記念会　西宮渡辺心臓・血管センター,0921870,兵庫,平成22年度DPC参加病院,36,一般7対1,100.0%,0,0,0,36
1317,市立芦屋病院,1000021,兵庫,平成22年度DPC参加病院,153,一般7対1,92.7%,0,0,0,165
1318,誠佑記念病院,0112054,和歌山,平成22年度DPC参加病院,82,一般7対1,73.2%,0,30,0,112
1319,鳥取赤十字病院,0110842,鳥取,平成22年度DPC参加病院,430,一般7対1,98.2%,0,0,0,438
1320,独立行政法人国立病院機構　米子医療センター,8010036,鳥取,平成22年度DPC参加病院,241,一般10対1,96.4%,0,0,0,250
1321,医療法人創和会　重井医学研究所附属病院,0111152,岡山,平成22年度DPC参加病院,150,一般7対1,75.8%,0,44,0,198
1322,総合病院岡山市立市民病院,8900010,岡山,平成22年度DPC参加病院,375,一般10対1,92.6%,0,0,12,405
1323,広島厚生病院,0117612,広島,平成22年度DPC参加病院,77,一般10対1,51.3%,0,0,0,150
1324,独立行政法人国立病院機構　東広島医療センター,8010066,広島,平成22年度DPC参加病院,360,一般10対1,87.8%,0,0,50,410
1325,光市立光総合病院,1010013,山口,平成22年度DPC参加病院,196,一般7対1,93.3%,0,0,0,210
1326,医療法人　社団若鮎　北島病院,2511403,高知,平成22年度DPC参加病院,50,一般10対1,100.0%,0,0,0,50
1327,健康保険直方中央病院,5419031,福岡,平成22年度DPC参加病院,124,一般7対1,63.6%,0,0,63,195
1328,ＪＲ九州病院,7629249,福岡,平成22年度DPC参加病院,152,一般10対1,57.4%,0,101,0,265
1329,独立行政法人国立病院機構九州がんセンター,9919911,福岡,平成22年度DPC参加病院,411,専門10対1,100.0%,0,0,0,411
1330,独立行政法人国立病院機構小倉医療センター,9919986,福岡,平成22年度DPC参加病院,350,一般10対1,87.5%,50,0,0,400
1331,医療法人社団永寿会　天草第一病院,2010103,熊本,平成22年度DPC参加病院,62,一般7対1,48.4%,0,60,0,128
1332,橘病院,0213285,宮崎,平成22年度DPC参加病院,30,一般10対1,32.6%,0,0,0,92
1333,医療法人　徳洲会　屋久島徳洲会病院,3110446,鹿児島,平成22年度DPC参加病院,37,一般10対1,26.6%,0,0,0,139
1334,医療法人　北海道整形外科記念病院,0317021,北海道,平成22年度DPC参加病院,203,一般10対1,90.2%,0,0,0,225
1335,財団法人北海道医療団　帯広第一病院,4613201,北海道,平成22年度DPC参加病院,115,一般10対1,53.5%,0,50,0,215
1336,青森県立中央病院,0114765,青森,平成22年度DPC参加病院,689,一般7対1,97.7%,0,0,16,705
1337,岩手県立宮古病院,0210588,岩手,平成22年度DPC参加病院,377,一般10対1,97.4%,0,0,10,387
1338,岩手県立中部病院,0611546,岩手,平成22年度DPC参加病院,390,一般7対1,89.9%,0,0,20,434
1339,山本組合総合病院,0210685,秋田,平成22年度DPC参加病院,434,一般10対1,86.8%,60,0,0,500
1340,医療法人社団山形愛心会　庄内余目病院,3010685,山形,平成22年度DPC参加病院,148,一般10対1,52.5%,0,82,0,282
1341,学校法人獨協学園　獨協医科大学日光医療センター,0610237,栃木,平成22年度DPC参加病院,199,一般7対1,100.0%,0,0,0,199
1342,医療法人　道心会　埼玉東部循環器病院,0803247,埼玉,平成22年度DPC参加病院,40,一般7対1,100.0%,0,0,0,40
1343,草加市立病院,1802271,埼玉,平成22年度DPC参加病院,366,一般10対1,100.0%,0,0,0,366
1344,医療法人社団普照会　井上記念病院,0110171,千葉,平成22年度DPC参加病院,121,一般7対1,68.8%,0,51,0,176
1345,医療法人社団　誠高会　おおたかの森病院,2114239,千葉,平成22年度DPC参加病院,158,一般10対1,95.2%,0,0,0,166
1346,社会福祉法人　太陽会　安房地域医療センター,3610920,千葉,平成22年度DPC参加病院,149,一般10対1,100.0%,0,0,0,149
1347,東邦大学医療センター佐倉病院,4210639,千葉,平成22年度DPC参加病院,451,一般7対1,100.0%,0,0,0,451
1348,国家公務員共済組合連合会　三宿病院,1015270,東京,平成22年度DPC参加病院,215,一般7対1,85.0%,0,38,0,253
1349,医療法人社団　松和会　池上総合病院,1170950,東京,平成22年度DPC参加病院,337,一般7対1,87.8%,0,47,0,384
1350,ＪＲ東京総合病院,1370071,東京,平成22年度DPC参加病院,381,一般10対1,85.0%,23,0,2,448
1351,公立阿伎留医療センター,5219860,東京,平成22年度DPC参加病院,249,一般10対1,80.3%,0,0,0,310
1352,新潟県立新発田病院,0612003,新潟,平成22年度DPC参加病院,433,一般10対1,90.6%,45,0,0,478
1353,公立学校共済組合北陸中央病院,0910489,富山,平成22年度DPC参加病院,105,一般7対1,92.1%,0,0,0,114
1354,金沢市立病院,0111186,石川,平成22年度DPC参加病院,271,一般10対1,87.1%,0,0,25,311
1355,杉田玄白記念　公立小浜病院,0414068,福井,平成22年度DPC参加病院,272,一般7対1,60.4%,100,50,8,450
1356,山梨県立中央病院,0112398,山梨,平成22年度DPC参加病院,636,一般7対1,94.8%,0,0,20,671
1357,医療法人青樹会　一之瀬脳神経外科病院,0217756,長野,平成22年度DPC参加病院,50,一般7対1,100.0%,0,0,0,50
1358,伊那中央病院,0917363,長野,平成22年度DPC参加病院,394,一般7対1,100.0%,0,0,0,394
1359,博愛会病院,2400698,岐阜,平成22年度DPC参加病院,131,一般7対1,55.0%,0,62,0,238
1360,静岡県立静岡がんセンター,1310202,静岡,平成22年度DPC参加病院,527,専門7対1,92.6%,0,0,0,569
1361,榛原総合病院,5510120,静岡,平成22年度DPC参加病院,355,一般10対1,89.4%,0,42,0,397
1362,医療法人徳洲会　名古屋徳洲会総合病院,2501808,愛知,平成22年度DPC参加病院,240,一般10対1,82.8%,0,50,0,290
1363,医療法人清恵会　清恵会病院,0105996,大阪,平成22年度DPC参加病院,276,一般7対1,100.0%,0,0,0,276
1364,医療法人　三世会　河内総合病院,5005613,大阪,平成22年度DPC参加病院,314,一般10対1,84.0%,0,0,0,374
1365,特定医療法人浩生会　舞子台病院,0800934,兵庫,平成22年度DPC参加病院,52,一般10対1,43.3%,0,60,0,120
1366,こだま病院,1103254,兵庫,平成22年度DPC参加病院,35,一般10対1,31.8%,0,55,0,110
1367,医療法人誠仁会　大久保病院,2002430,兵庫,平成22年度DPC参加病院,122,一般7対1,66.7%,0,48,0,183
1368,医療法人沖縄徳洲会　高砂西部病院,2101653,兵庫,平成22年度DPC参加病院,136,一般10対1,68.3%,0,51,0,199
1369,加古川医療センター,9800083,兵庫,平成22年度DPC参加病院,353,一般7対1,100.0%,0,0,0,353
1370,済生会有田病院,1610197,和歌山,平成22年度DPC参加病院,104,一般7対1,56.5%,0,40,0,184
1371,安来市立病院,1210038,島根,平成22年度DPC参加病院,139,一般10対1,79.0%,0,25,0,176
1372,阿南共栄病院,0410106,徳島,平成22年度DPC参加病院,283,一般7対1,87.6%,0,0,0,323
1373,総合病院　松山市民病院,0128128,愛媛,平成22年度DPC参加病院,498,一般10対1,92.6%,0,0,0,538
1374,市立宇和島病院,0310510,愛媛,平成22年度DPC参加病院,422,一般10対1,98.8%,0,0,5,427
1375,住友別子病院,0510796,愛媛,平成22年度DPC参加病院,362,一般7対1,98.4%,0,0,0,368
1376,財団法人積善会附属　十全総合病院,0528186,愛媛,平成22年度DPC参加病院,210,一般10対1,71.9%,0,60,0,292
1377,社会福祉法人　恩賜財団　済生会西条病院,0628143,愛媛,平成22年度DPC参加病院,126,一般10対1,84.0%,0,0,0,150
1378,医療法人　恵真会　渡辺整形外科病院,2019123,福岡,平成22年度DPC参加病院,15,一般7対1,37.5%,0,0,0,40
1379,医療法人社団高野会　くるめ病院,2219277,福岡,平成22年度DPC参加病院,71,一般10対1,83.5%,0,0,0,85
1380,朝倉医師会病院,2419240,福岡,平成22年度DPC参加病院,274,一般7対1,91.3%,0,0,0,300
1381,日本海員掖済会　門司病院,7619026,福岡,平成22年度DPC参加病院,209,一般7対1,100.0%,0,0,0,209
1382,社会医療法人春回会井上病院,0114510,長崎,平成22年度DPC参加病院,104,一般7対1,92.9%,0,0,0,112
1383,日本海員掖済会長崎病院,0122034,長崎,平成22年度DPC参加病院,143,一般10対1,90.5%,0,0,0,158
1384,医療法人社団誠療会　成尾整形外科病院,0119104,熊本,平成22年度DPC参加病院,73,一般10対1,70.9%,0,0,0,103
1385,鹿児島赤十字病院,0112528,鹿児島,平成22年度DPC参加病院,120,一般7対1,100.0%,0,0,0,120
1386,医療法人徳洲会　徳之島徳洲会病院,3210816,鹿児島,平成22年度DPC参加病院,120,一般10対1,71.0%,0,49,0,169
1387,鹿児島県立大島病院,6010056,鹿児島,平成22年度DPC参加病院,321,一般7対1,91.7%,0,0,15,350
1388,県立　北薩　病院,6010064,鹿児島,平成22年度DPC参加病院,130,一般10対1,86.7%,0,0,0,150
1389,県民健康プラザ鹿屋医療センター,6010072,鹿児島,平成22年度DPC参加病院,185,一般7対1,100.0%,0,0,0,185
1390,医療法人　禄寿会　小禄病院,0114044,沖縄,平成22年度DPC参加病院,60,一般7対1,85.7%,0,0,0,70
1391,社会福祉法人北海道社会事業協会富良野病院,3011100,北海道,平成21年度新規DPC準備病院,187,一般10対1,73.3%,0,56,0,255
1392,市立稚内病院,6710500,北海道,平成20年度新規DPC準備病院,223,一般10対1,61.6%,100,0,0,362
1393,青森市民病院,0112165,青森,平成21年度新規DPC準備病院,538,一般7対1,100.0%,0,0,0,538
1394,あおもり協立病院,0116307,青森,平成19年度新規DPC準備病院,133,一般7対1,59.6%,0,0,0,223
1395,栗原市立栗原中央病院,1310402,宮城,平成21年度新規DPC準備病院,242,一般7対1,80.7%,0,50,0,300
1396,雄勝中央病院,0710809,秋田,平成19年度新規DPC準備病院,292,一般10対1,93.6%,0,0,0,312
1397,医療法人財団明理会　太田福島総合病院,2510697,群馬,平成19年度新規DPC準備病院,154,一般7対1,52.2%,0,53,0,295
1398,群馬県立心臓血管センター,5010018,群馬,平成19年度新規DPC準備病院,211,一般7対1,91.0%,0,0,0,232
1399,医療法人慈正会　丸山記念総合病院,0700054,埼玉,平成21年度新規DPC準備病院,241,一般7対1,100.0%,0,0,0,241
1400,医療法人　土屋小児病院,0900274,埼玉,平成20年度新規DPC準備病院,25,一般7対1,100.0%,0,0,0,25
1401,千葉県こども病院,0113191,千葉,平成21年度新規DPC準備病院,373,一般7対1,100.0%,0,0,0,373
1402,東京女子医科大学附属　八千代医療センター,0411736,千葉,平成21年度新規DPC準備病院,355,一般7対1,100.0%,0,0,0,355
1403,公益社団法人地域医療振興協会　東京ベイ・浦安市川医療センター,1911981,千葉,平成21年度新規DPC準備病院,48,一般7対1,100.0%,0,0,0,48
1404,医療法人社団　創造会　平和台病院,2510758,千葉,平成21年度新規DPC準備病院,124,一般10対1,72.9%,0,0,0,170
1405,社会医療法人社団千葉県勤労者医療協会　船橋二和病院,2810943,千葉,平成21年度新規DPC準備病院,229,一般7対1,76.6%,0,39,0,299
1406,船橋市立医療センター,2811214,千葉,平成21年度新規DPC準備病院,426,一般10対1,95.5%,0,0,0,446
1407,独立行政法人国立がん研究センター東病院,9110057,千葉,平成21年度新規DPC準備病院,400,専門7対1,94.1%,0,0,0,425
1408,駿河台日本大学病院,0110114,東京,平成21年度新規DPC準備病院,409,一般7対1,100.0%,0,0,0,409
1409,財団法人　癌研究会　有明病院,0870923,東京,平成21年度新規DPC準備病院,675,専門7対1,96.4%,0,0,0,700
1410,医療法人社団　松井病院,1113513,東京,平成21年度新規DPC準備病院,118,一般10対1,93.7%,0,0,0,126
1411,医療法人社団青葉会　一橋病院,4318879,東京,平成19年度新規DPC準備病院,91,一般10対1,91.9%,0,0,0,99
1412,横浜船員保険病院,0600106,神奈川,平成21年度新規DPC準備病院,254,一般10対1,100.0%,0,0,0,254
1413,東海大学大磯病院,1301191,神奈川,平成21年度新規DPC準備病院,358,一般7対1,100.0%,0,0,0,358
1414,社会医療法人　財団互恵会　大船中央病院,2100865,神奈川,平成21年度新規DPC準備病院,266,一般10対1,90.5%,0,0,0,294
1415,川崎市立井田病院,5200050,神奈川,平成21年度新規DPC準備病院,360,一般10対1,84.7%,0,0,40,425
1416,独立行政法人国立病院機構　相模原病院,9910043,神奈川,平成21年度新規DPC準備病院,406,一般10対1,88.7%,0,0,0,458
1417,社会医療法人桑名恵風会　桑名病院,0121146,新潟,平成19年度新規DPC準備病院,130,一般7対1,57.5%,0,48,0,226
1418,医療法人社団整志会　沢田記念高岡整志会病院,0213348,富山,平成19年度新規DPC準備病院,70,一般7対1,100.0%,0,0,0,70
1419,市立敦賀病院,0214070,福井,平成21年度新規DPC準備病院,316,一般10対1,95.2%,0,0,0,332
1420,医療法人　仁雄会　穂高病院,4017152,長野,平成20年度新規DPC準備病院,50,一般7対1,52.6%,0,45,0,95
1421,医療法人徳洲会　大垣徳洲会病院,2103391,岐阜,平成21年度新規DPC準備病院,110,一般10対1,51.9%,0,102,0,212
1422,順天堂大学医学部附属静岡病院,0310146,静岡,平成20年度新規DPC準備病院,552,一般7対1,100.0%,0,0,0,552
1423,静岡徳洲会病院,4210250,静岡,平成19年度新規DPC準備病院,150,一般10対1,58.8%,0,55,0,255
1424,浜松赤十字病院,7110051,静岡,平成21年度新規DPC準備病院,312,一般7対1,100.0%,0,0,0,312
1425,津島市民病院,2700061,愛知,平成21年度新規DPC準備病院,327,一般7対1,83.4%,0,0,0,392
1426,碧南市民病院,2800564,愛知,平成21年度新規DPC準備病院,320,一般7対1,100.0%,0,0,0,320
1427,愛知県厚生農業協同組合連合会　豊田厚生病院,3000057,愛知,平成21年度新規DPC準備病院,589,一般10対1,97.2%,0,0,0,606
1428,医療法人　富田浜病院,0205112,三重,平成19年度新規DPC準備病院,50,一般10対1,34.5%,0,43,0,145
1429,医療法人　同心会　遠山病院,0505065,三重,平成20年度新規DPC準備病院,197,一般10対1,100.0%,0,0,0,197
1430,医療法人社団　昴会　湖東記念病院,0500875,滋賀,平成21年度新規DPC準備病院,116,一般7対1,100.0%,0,0,0,116
1431,医療法人社団蘇生会　蘇生会総合病院,0903045,京都,平成21年度新規DPC準備病院,176,一般7対1,60.7%,0,60,0,290
1432,社会医療法人山弘会上山病院,0304029,大阪,平成19年度新規DPC準備病院,145,一般10対1,76.7%,0,0,0,189
1433,社会医療法人弘道会　浪速生野病院,4302656,大阪,平成21年度新規DPC準備病院,91,一般10対1,52.6%,0,55,0,173
1434,大阪船員保険病院,9600013,大阪,平成21年度新規DPC準備病院,263,一般10対1,95.6%,0,0,0,275
1435,髙橋病院,0703807,兵庫,平成21年度新規DPC準備病院,112,一般10対1,100.0%,0,0,0,112
1436,医療法人　公仁会　姫路中央病院,4004012,兵庫,平成20年度新規DPC準備病院,244,一般10対1,100.0%,0,0,0,244
1437,医療法人岡村一心堂病院,0112630,岡山,平成21年度新規DPC準備病院,81,一般7対1,53.3%,0,0,0,152
1438,高陽ニュータウン病院,0214849,広島,平成19年度新規DPC準備病院,96,一般10対1,61.5%,0,60,0,156
1439,井野口病院,2510962,広島,平成21年度新規DPC準備病院,153,一般10対1,86.9%,0,22,0,176
1440,香川県厚生農業協同組合連合会　滝宮総合病院,7010296,香川,平成21年度新規DPC準備病院,203,一般10対1,95.3%,0,0,0,213
1441,独立行政法人国立病院機構高知病院,8010012,高知,平成21年度新規DPC準備病院,282,一般10対1,66.5%,0,0,22,424
1442,社会医療法人社団　至誠会　木村病院,0319491,福岡,平成19年度新規DPC準備病院,86,一般7対1,71.1%,0,0,0,121
1443,医療法人　松風海　内藤病院,2219780,福岡,平成20年度新規DPC準備病院,80,一般7対1,88.9%,0,0,0,90
1444,独立行政法人国立病院機構佐賀病院,9910018,佐賀,平成21年度新規DPC準備病院,292,一般10対1,100.0%,0,0,0,292
1445,医療法人医理会　柿添病院,0720324,長崎,平成20年度新規DPC準備病院,52,一般10対1,46.9%,0,59,0,111
1446,医療法人社団　愛育会　福田病院,0119922,熊本,平成20年度新規DPC準備病院,128,一般7対1,100.0%,0,0,0,128
1447,医療法人咸宜会　日田中央病院,0410916,大分,平成20年度新規DPC準備病院,77,一般10対1,90.6%,0,0,0,85
1448,医療法人社団　善仁会　宮崎善仁会病院,0116975,宮崎,平成19年度新規DPC準備病院,106,一般7対1,100.0%,0,0,0,106
1449,独立行政法人国立病院機構指宿病院,8010047,鹿児島,平成20年度新規DPC準備病院,135,一般10対1,94.4%,0,0,0,143
1450,松村総合病院,0410838,福島,平成18年度新規DPC準備病院,119,一般10対1,57.8%,0,42,0,206
1451,社団法人全国社会保険協会連合会　宇都宮社会保険病院,0110436,栃木,平成18年度新規DPC準備病院,185,一般7対1,76.1%,0,0,0,243
1452,川崎医療生活協同組合　川崎協同病院,5001409,神奈川,平成18年度新規DPC準備病院,121,一般7対1,45.3%,0,0,0,267
1453,社会保険高浜病院,2314019,福井,平成18年度新規DPC準備病院,40,一般10対1,34.8%,0,75,0,115
1454,東広島記念病院,2511051,広島,平成18年度新規DPC準備病院,34,一般10対1,85.0%,0,0,0,40
1455,財団法人　三宅医学研究所附属三宅リハビリテーション病院,0118419,香川,平成18年度新規DPC準備病院,19,一般10対1,31.2%,0,0,0,61
1456,社会保険　栗林病院,7010262,香川,平成18年度新規DPC準備病院,206,一般7対1,76.0%,0,0,0,271
1457,医療法人福西会　福西会病院,1119742,福岡,平成18年度新規DPC準備病院,198,一般7対1,100.0%,0,0,0,198
1458,医療法人社団恵愛会　大分中村病院,0113098,大分,平成18年度新規DPC準備病院,196,一般7対1,75.4%,0,0,0,260
1459,野口病院,0210688,大分,平成18年度新規DPC準備病院,120,一般7対1,100.0%,0,0,0,120
1460,ＪＲ札幌病院,0114386,北海道,平成19年度新規DPC準備病院,304,一般10対1,97.4%,0,0,0,312
1461,札幌循環器病院,0118643,北海道,平成19年度新規DPC準備病院,89,一般7対1,100.0%,0,0,0,89
1462,社会医療法人社団カレスサッポロ時計台記念病院,0118940,北海道,平成19年度新規DPC準備病院,206,一般7対1,82.4%,0,0,0,250
1463,医療法人　耳鼻咽喉科麻生病院,0215613,北海道,平成19年度新規DPC準備病院,35,一般10対1,100.0%,0,0,0,35
1464,医療法人社団豊生会　東苗穂病院,0216215,北海道,平成19年度新規DPC準備病院,60,一般7対1,37.3%,0,60,0,161
1465,西岡第一病院,0317369,北海道,平成19年度新規DPC準備病院,103,一般10対1,100.0%,0,0,0,103
1466,医療法人秀友会　札幌秀友会病院,0414968,北海道,平成19年度新規DPC準備病院,81,一般10対1,57.5%,0,0,0,141
1467,医療法人社団函館脳神経外科　函館脳神経外科病院,1415006,北海道,平成19年度新規DPC準備病院,93,一般7対1,72.7%,0,0,0,128
1468,医療法人社団杏和会おびひろ呼吸器科内科病院,4612237,北海道,平成19年度新規DPC準備病院,49,一般7対1,100.0%,0,0,0,49
1469,医療法人耳鼻咽喉科麻生北見病院,5011991,北海道,平成19年度新規DPC準備病院,42,一般7対1,84.0%,0,0,0,50
1470,岩見沢市立総合病院,5710303,北海道,平成19年度新規DPC準備病院,369,一般10対1,76.2%,115,0,0,484
1471,黒石市国民健康保険黒石病院,0410296,青森,平成19年度新規DPC準備病院,286,一般7対1,98.6%,0,0,0,290
1472,医療法人清和会　奥州病院,1510036,岩手,平成19年度新規DPC準備病院,22,一般10対1,14.1%,0,134,0,156
1473,国家公務員共済組合連合会　東北公済病院,5110030,宮城,平成19年度新規DPC準備病院,300,一般7対1,100.0%,0,0,0,300
1474,医療生協わたり病院,0112863,福島,平成19年度新規DPC準備病院,144,一般10対1,73.5%,0,0,0,196
1475,医療法人昨雲会　飯塚病院附属有隣病院,0810672,福島,平成19年度新規DPC準備病院,123,一般10対1,76.9%,0,37,0,160
1476,神栖済生会病院,2910222,茨城,平成19年度新規DPC準備病院,85,一般7対1,100.0%,0,0,0,85
1477,関越中央病院,1510128,群馬,平成19年度新規DPC準備病院,90,一般7対1,100.0%,0,0,0,90
1478,医療法人積仁会　島田総合病院,1310119,千葉,平成19年度新規DPC準備病院,200,一般10対1,100.0%,0,0,0,200
1479,医療法人沖縄徳洲会　四街道徳洲会病院,4410833,千葉,平成19年度新規DPC準備病院,180,一般13対1,90.5%,0,0,0,199
1480,医療法人社団　医善会　いずみ記念病院,2171239,東京,平成19年度新規DPC準備病院,49,一般10対1,35.3%,0,0,0,139
